"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPSA",1.64180184917016e-161,-0.432832665579247,0.988,0.976,6.0091589481477e-157,"1","RPSA"
"TNFAIP3.1",1.10966036819848e-160,0.648328133179864,0.84,0.629,4.06146791364326e-156,"1","TNFAIP3"
"MT-ND4L",1.47491715994826e-157,-0.514006079352765,0.967,0.973,5.39834429712663e-153,"1","MT-ND4L"
"RPS29",2.07537669855277e-156,-0.358739249975011,0.999,0.992,7.59608625437299e-152,"1","RPS29"
"CD52.1",9.19084484955402e-156,0.445650530530017,0.994,0.947,3.36394112338527e-151,"1","CD52"
"PABPC1.1",3.20889382983531e-154,-0.512384754828812,0.956,0.958,1.17448723065802e-149,"1","PABPC1"
"RPL17",1.46365314148112e-153,-0.35842330695381,0.996,0.988,5.35711686313504e-149,"1","RPL17"
"LSP1",3.3898191612811e-153,0.413893597513523,0.982,0.909,1.2407077112205e-148,"1","LSP1"
"APMAP",1.07958467688926e-151,0.550722528283139,0.703,0.463,3.95138787588237e-147,"1","APMAP"
"ENC1",2.35589276013352e-149,0.506583812694545,0.3,0.109,8.62280309136468e-145,"1","ENC1"
"RCAN3.1",1.2050876481331e-148,-0.756451653706485,0.045,0.287,4.41074130093197e-144,"1","RCAN3"
"RPS7",5.03444983617956e-148,-0.255552108294109,0.998,0.995,1.84265898454008e-143,"1","RPS7"
"SSBP3",1.55055256229244e-147,0.535057598086138,0.524,0.279,5.67517743324656e-143,"1","SSBP3"
"PPP1CA",6.07354070534936e-147,0.479688768565507,0.906,0.757,2.22297663356492e-142,"1","PPP1CA"
"ARL4C",8.66625801974254e-147,0.475293539122581,0.94,0.827,3.17193709780597e-142,"1","ARL4C"
"RPL4",6.92979634245217e-146,-0.461428751233512,0.959,0.959,2.53637475930092e-141,"1","RPL4"
"ZFP36.1",4.37420325670368e-145,0.616320711379297,0.949,0.847,1.60100213398611e-140,"1","ZFP36"
"ITGB1.1",8.67509976924327e-145,0.498875216675773,0.913,0.664,3.17517326654073e-140,"1","ITGB1"
"CCL5.1",5.6942389981326e-143,0.392471221892425,0.999,0.862,2.08414841570651e-138,"1","CCL5"
"RPL12",1.34884120278497e-140,-0.332649300422813,1,0.993,4.93689368631328e-136,"1","RPL12"
"TLE5",2.25074368940302e-140,0.36204076756261,0.994,0.96,8.23794697758398e-136,"1","TLE5"
"RPL3",4.88091242914824e-140,-0.309243500282594,1,0.995,1.78646275819255e-135,"1","RPL3"
"CHST12.1",9.64294403709684e-140,0.523189644484163,0.579,0.338,3.52941394701781e-135,"1","CHST12"
"S1PR5",1.59385877044731e-139,0.458758510078219,0.362,0.147,5.83368248571419e-135,"1","S1PR5"
"RPS16",1.35004450166573e-137,-0.426987194825619,0.976,0.964,4.94129788054676e-133,"1","RPS16"
"H3F3B",3.43246355508824e-137,0.367366276044113,0.998,0.976,1.25631598579785e-132,"1","H3F3B"
"MSN",3.90025779042389e-136,0.480717335359957,0.885,0.744,1.42753335387305e-131,"1","MSN"
"IL2RG",4.54128084360042e-136,0.399440472452394,0.984,0.918,1.66215420156619e-131,"1","IL2RG"
"TGFB1",6.45877850830469e-135,0.413729425923942,0.964,0.866,2.3639775218246e-130,"1","TGFB1"
"BIN2",1.63462434574275e-133,0.484342559457654,0.883,0.741,5.98288856785303e-129,"1","BIN2"
"H3F3A",2.94956099271884e-133,0.378565611560329,0.983,0.937,1.07956881894502e-128,"1","H3F3A"
"JUND.1",2.22541183736778e-132,0.400000572596041,0.99,0.941,8.14522986594981e-128,"1","JUND"
"FCRL6",7.27882869554628e-128,0.486753271981149,0.474,0.239,2.66412409085689e-123,"1","FCRL6"
"RPLP1",1.22709959490014e-127,-0.319266666645878,1,0.997,4.49130722729401e-123,"1","RPLP1"
"PTPRCAP",6.71721227825099e-127,0.459528367838408,0.929,0.837,2.45856686596265e-122,"1","PTPRCAP"
"RPL35",7.14285851111835e-127,-0.297363254109954,0.994,0.987,2.61435764365443e-122,"1","RPL35"
"EEF1G",1.37758736579206e-125,-0.455423048808738,0.936,0.943,5.04210751753551e-121,"1","EEF1G"
"CD81",1.6641575999155e-125,0.407894852022535,0.925,0.777,6.09098323145072e-121,"1","CD81"
"HCST",3.44968100860601e-125,0.393935401641625,0.987,0.94,1.26261774595989e-120,"1","HCST"
"ACTB",8.99214759621886e-125,0.422651729432894,1,0.998,3.29121594169206e-120,"1","ACTB"
"NOSIP",1.98099779765181e-123,-0.780431859980394,0.543,0.693,7.25065003918537e-119,"1","NOSIP"
"TUBB4B",3.0470388468822e-123,0.527455058691015,0.556,0.332,1.11524668834735e-118,"1","TUBB4B"
"ANXA6",4.1671215286215e-123,0.44697699603346,0.875,0.728,1.52520815069076e-118,"1","ANXA6"
"RPL21",9.38263839022949e-123,-0.364527493831699,0.994,0.983,3.43413947720789e-118,"1","RPL21"
"RHOA",3.56207883109774e-122,0.379252893822232,0.961,0.895,1.30375647297008e-117,"1","RHOA"
"SLC9A3R1",3.81913281957713e-122,0.457671699201166,0.888,0.731,1.39784080329343e-117,"1","SLC9A3R1"
"SELL.1",3.17742332383677e-121,-0.843261594034282,0.447,0.635,1.1629687107575e-116,"1","SELL"
"GNAI2",1.73568328514839e-119,0.409585119787002,0.923,0.82,6.35277439197162e-115,"1","GNAI2"
"CLEC2B",8.75298387671486e-119,0.51055926122086,0.788,0.611,3.2036796287164e-114,"1","CLEC2B"
"MT-CO2",6.49882666880789e-118,-0.311108571954438,0.997,0.998,2.37863554905038e-113,"1","MT-CO2"
"MT-ND2",7.15970617260673e-118,-0.513675481998268,0.911,0.941,2.62052405623579e-113,"1","MT-ND2"
"YWHAQ",9.81776435995782e-118,0.439115938655031,0.845,0.676,3.59339993338816e-113,"1","YWHAQ"
"MT-CO3.1",7.06144356192084e-117,-0.507668026104771,0.981,0.978,2.58455895809865e-112,"1","MT-CO3"
"DBI",1.13082085070366e-116,0.466823231836601,0.789,0.615,4.13891739566048e-112,"1","DBI"
"CCNH.1",1.56101917469081e-116,0.542504606434588,0.67,0.471,5.71348628128583e-112,"1","CCNH"
"RPL23A",3.44753935233475e-116,-0.309526570143529,0.994,0.983,1.26183387834804e-111,"1","RPL23A"
"LDHB",5.71930956122399e-116,-0.540887350379978,0.873,0.873,2.09332449250359e-111,"1","LDHB"
"MT-CYB.1",2.2996434082399e-115,-0.466223485944512,0.98,0.98,8.41692483849886e-111,"1","MT-CYB"
"KLRB1",1.34663336476836e-114,0.681585762110973,0.383,0.185,4.92881277838868e-110,"1","KLRB1"
"AL138963.4.1",1.5463128840503e-114,-1.14290642752937,0.351,0.568,5.65965978691249e-110,"1","AL138963.4"
"PASK.1",2.23478321568817e-114,-0.7239400801991,0.066,0.276,8.17953004774029e-110,"1","PASK"
"PLAAT4",3.50741357773197e-112,0.406924288318176,0.927,0.817,1.28374844358568e-107,"1","PLAAT4"
"PTP4A2",1.15145497995222e-111,0.391881675920933,0.936,0.824,4.21444037212312e-107,"1","PTP4A2"
"UBB",4.29034625003936e-111,0.398046835934133,0.952,0.882,1.57030963097691e-106,"1","UBB"
"HLA-E",1.29990651195059e-110,0.270602980377832,1,0.988,4.75778782439034e-106,"1","HLA-E"
"MTRNR2L12.1",1.90308976188953e-109,-0.840142903800492,0.989,0.993,6.96549883749187e-105,"1","MTRNR2L12"
"TNFRSF1B",8.01496065750864e-108,0.456001488777345,0.55,0.331,2.93355575025474e-103,"1","TNFRSF1B"
"CTSW.1",4.89180203720941e-107,0.378220067046401,0.957,0.863,1.79044846363901e-102,"1","CTSW"
"ITGAM.1",9.56946701810472e-107,0.399948328724018,0.3,0.127,3.50252062329651e-102,"1","ITGAM"
"LAPTM5",3.62223835544476e-106,0.320891979185133,0.98,0.937,1.32577546047634e-101,"1","LAPTM5"
"LAT",7.94557013623378e-106,0.419139772252288,0.867,0.74,2.90815812556293e-101,"1","LAT"
"RAP1B",9.30704949401903e-104,0.419307673069222,0.871,0.742,3.40647318530591e-99,"1","RAP1B"
"IFNG",2.12824632013134e-103,0.52583069266307,0.308,0.139,7.78959435631273e-99,"1","IFNG"
"TCF25",6.75568967708802e-103,0.535979406699427,0.706,0.544,2.47264997871099e-98,"1","TCF25"
"RPL38",2.3484400081652e-102,-0.336420438324329,0.977,0.966,8.59552527388544e-98,"1","RPL38"
"ARPC3",1.28566380683173e-101,0.344288406537656,0.962,0.883,4.70565809938482e-97,"1","ARPC3"
"IFITM2.1",7.7024554099302e-101,0.365371648211881,0.963,0.869,2.81917570458855e-96,"1","IFITM2"
"CYTOR",9.1083069782334e-101,0.448230247994909,0.601,0.38,3.33373143710321e-96,"1","CYTOR"
"SRSF9",1.82154193198476e-99,0.416073503074326,0.776,0.612,6.66702562525742e-95,"1","SRSF9"
"RAB5IF",6.52655995542461e-99,0.468658128388954,0.59,0.402,2.38878620928496e-94,"1","RAB5IF"
"CALM1",5.25943486122796e-98,0.292537182144299,0.996,0.973,1.92500575355805e-93,"1","CALM1"
"RACK1",1.83250217502321e-97,-0.267828690952326,0.997,0.988,6.70714121080246e-93,"1","RACK1"
"MT-ND1",2.80634698583536e-97,-0.423403897357716,0.933,0.948,1.0271510602856e-92,"1","MT-ND1"
"ABI3",5.1802581001228e-96,0.439462988218863,0.474,0.28,1.89602626722595e-91,"1","ABI3"
"SPN",7.00958561516255e-96,0.458998611068321,0.643,0.454,2.56557843100564e-91,"1","SPN"
"UBC",5.53436572016444e-95,0.28456311649391,0.998,0.976,2.02563319723739e-90,"1","UBC"
"CD300A",3.12271013647684e-93,0.439365573379088,0.409,0.225,1.14294313705189e-88,"1","CD300A"
"PPP1R18",5.75176661245859e-93,0.413718483102057,0.766,0.585,2.10520409782597e-88,"1","PPP1R18"
"SERF2",7.95687942273655e-93,0.272881188269387,0.993,0.962,2.91229743751581e-88,"1","SERF2"
"ANXA1.1",1.1472050339048e-92,0.386229298537634,0.947,0.802,4.19888514459495e-88,"1","ANXA1"
"GK5",2.28158377793754e-92,0.403775757789852,0.333,0.164,8.35082478562919e-88,"1","GK5"
"TMEM123",3.38859922410214e-92,-0.584239874034205,0.333,0.534,1.24026120201362e-87,"1","TMEM123"
"DUSP1.1",8.05517311108148e-92,0.43855958215438,0.918,0.801,2.94827391038693e-87,"1","DUSP1"
"AC020916.1",7.52805997553237e-91,0.432001240447262,0.312,0.149,2.7553452316446e-86,"1","AC020916.1"
"PGAM1",8.39123164623354e-91,0.39902805441008,0.762,0.601,3.07127469483794e-86,"1","PGAM1"
"SYNE1",9.61586574143663e-91,0.395373808895935,0.607,0.407,3.51950302002322e-86,"1","SYNE1"
"KLF3",3.415015849783e-90,0.467459766664785,0.689,0.523,1.24992995117908e-85,"1","KLF3"
"PXN",4.70136702964206e-90,0.418554697942821,0.569,0.38,1.72074734651929e-85,"1","PXN"
"ACTN4",1.45733251673703e-89,0.400514048939547,0.552,0.35,5.33398274450919e-85,"1","ACTN4"
"KMT2E-AS1",2.25171664978716e-89,0.495020645040319,0.513,0.328,8.24150810988598e-85,"1","KMT2E-AS1"
"RPS10.1",4.92681674575708e-89,-0.570644983069386,0.323,0.532,1.80326419711455e-84,"1","RPS10"
"MYO1G",8.55275230933791e-89,0.41383748315555,0.675,0.486,3.13039287274077e-84,"1","MYO1G"
"VCL",1.03414187557356e-88,0.386957259099854,0.306,0.148,3.7850626787868e-84,"1","VCL"
"PLP2",6.13825880370878e-88,-0.594709387994928,0.191,0.393,2.24666410474545e-83,"1","PLP2"
"MT-ND4.1",6.29682622081414e-88,-0.438320828271098,0.92,0.939,2.30470136508018e-83,"1","MT-ND4"
"ID2.1",1.17649594844172e-87,0.469837671277168,0.647,0.461,4.30609282089155e-83,"1","ID2"
"UBE2F",1.80706485525141e-87,0.411711387406989,0.468,0.284,6.61403807670567e-83,"1","UBE2F"
"LDLRAP1",6.46319328688313e-86,-0.54400707822048,0.131,0.322,2.36559337493209e-81,"1","LDLRAP1"
"BSG",3.17351525545083e-85,0.374674133255847,0.746,0.588,1.16153831864756e-80,"1","BSG"
"ADRB2",1.0535929556785e-84,0.372689801710735,0.336,0.167,3.85625557707889e-80,"1","ADRB2"
"MYO1F",1.12449974329195e-84,0.401694384721277,0.567,0.376,4.11578151042288e-80,"1","MYO1F"
"NEAT1",2.78627459507949e-84,0.366871129024762,0.739,0.578,1.01980436454504e-79,"1","NEAT1"
"LINC02446.1",1.26667135873114e-83,-0.936423620892759,0.185,0.371,4.63614384009186e-79,"1","LINC02446"
"RAC2",8.42352268267386e-83,0.295853769979546,0.984,0.935,3.08309353708546e-78,"1","RAC2"
"PTPRC",1.45254960293042e-82,0.258557823215023,0.992,0.955,5.31647680168563e-78,"1","PTPRC"
"APOBEC3G",5.68784634863619e-82,0.412538630199159,0.633,0.442,2.08180864206433e-77,"1","APOBEC3G"
"DOK2",8.58783847075232e-82,0.395240891670532,0.6,0.41,3.14323475868006e-77,"1","DOK2"
"CDC42",5.74398697730291e-81,0.343648446610216,0.899,0.811,2.10235667356264e-76,"1","CDC42"
"FOS.1",6.67468211330675e-81,0.33293895958571,0.892,0.744,2.4430004002914e-76,"1","FOS"
"ARRB2",7.3530854360187e-81,0.375874988967827,0.785,0.641,2.69130280043721e-76,"1","ARRB2"
"SRP14",9.44217287749418e-81,0.295574206042205,0.966,0.905,3.45592969489164e-76,"1","SRP14"
"LCP1",3.73421504938958e-80,0.34610510432461,0.92,0.82,1.36676005022708e-75,"1","LCP1"
"CARD16",5.99342712971672e-80,0.418303915286199,0.592,0.423,2.19365426374762e-75,"1","CARD16"
"DNAJC1",3.68273479186319e-79,0.378457724651766,0.479,0.302,1.34791776116985e-74,"1","DNAJC1"
"GZMM",6.57850901070612e-78,0.34101766515133,0.879,0.768,2.40780008300855e-73,"1","GZMM"
"MATK.1",1.42756207231588e-77,0.354800554181222,0.708,0.517,5.22501994088335e-73,"1","MATK"
"KLF6.1",2.87374893340383e-77,0.388737215074475,0.85,0.714,1.05182084711513e-72,"1","KLF6"
"MAPRE2",2.96279600303321e-77,0.446458218935822,0.62,0.463,1.08441296507018e-72,"1","MAPRE2"
"HSP90AA1",1.15468607690257e-76,0.338446872590995,0.934,0.873,4.22626651007111e-72,"1","HSP90AA1"
"CORO1A",2.15995195804678e-76,0.278670444717013,0.991,0.951,7.90564016164704e-72,"1","CORO1A"
"RNF213",3.98272322915664e-76,0.321431632477079,0.861,0.74,1.45771652910362e-71,"1","RNF213"
"IFITM1",4.47138183741981e-76,0.274676252601854,0.992,0.975,1.63657046631403e-71,"1","IFITM1"
"OSTF1",6.72761698202791e-76,0.365697736824854,0.665,0.501,2.46237509159203e-71,"1","OSTF1"
"PMAIP1",1.01901991860221e-75,0.505410379384843,0.339,0.187,3.72971480407594e-71,"1","PMAIP1"
"SCP2",1.51453451611139e-75,0.382769299958297,0.594,0.43,5.5433477824193e-71,"1","SCP2"
"MYL12B",6.34448947210435e-75,0.296975115200878,0.944,0.869,2.32214659168491e-70,"1","MYL12B"
"CCDC107",1.20550032663945e-74,0.364932861667135,0.561,0.387,4.41225174553304e-70,"1","CCDC107"
"PSME2",3.58619798255479e-74,0.367485659482776,0.836,0.709,1.31258432359488e-69,"1","PSME2"
"ARPC4",1.29572817917148e-73,0.357783972115881,0.774,0.63,4.74249470858552e-69,"1","ARPC4"
"YWHAZ",1.54308681022633e-72,0.285783192076439,0.967,0.902,5.64785203410938e-68,"1","YWHAZ"
"ITGAL",2.05185354586063e-72,0.408165253843435,0.543,0.378,7.50998916320451e-68,"1","ITGAL"
"ARL6IP1",2.93142276884067e-72,0.331429161274607,0.756,0.616,1.07293004762338e-67,"1","ARL6IP1"
"SAMD3.1",3.72610853380792e-72,0.347404873513245,0.713,0.541,1.36379298445904e-67,"1","SAMD3"
"ZFAS1",7.02109713596665e-72,-0.454082213534043,0.574,0.707,2.56979176273516e-67,"1","ZFAS1"
"AC253572.2",1.83021464572734e-71,-0.533073121824797,0.109,0.279,6.69876862482664e-67,"1","AC253572.2"
"POMP",2.60515496679282e-71,0.358133956960136,0.633,0.469,9.53512769395839e-67,"1","POMP"
"SNHG8",3.31567370537826e-71,-0.520466223868364,0.537,0.677,1.2135697329055e-66,"1","SNHG8"
"SNHG29",1.48016301291067e-70,-0.430463140430255,0.78,0.83,5.41754464355433e-66,"1","SNHG29"
"RPL13A",3.9180060340882e-70,-0.410755358710866,0.912,0.924,1.43402938853662e-65,"1","RPL13A"
"TSEN54",6.85174728232664e-70,0.373947555301124,0.53,0.369,2.50780802280437e-65,"1","TSEN54"
"COX8A",1.22276174924195e-69,0.339344393491205,0.811,0.674,4.47543027840044e-65,"1","COX8A"
"TPST2",1.38326477698469e-69,0.351488459852738,0.639,0.47,5.06288741024168e-65,"1","TPST2"
"FXYD5",5.88890469775029e-69,-0.370058668090385,0.89,0.909,2.15539800842359e-64,"1","FXYD5"
"TSC22D3.1",1.01886311164519e-68,0.33676578040725,0.936,0.849,3.72914087493255e-64,"1","TSC22D3"
"IL32.1",5.26084624012987e-68,0.257764657771266,0.994,0.976,1.92552233234993e-63,"1","IL32"
"IDH2",8.82663245549021e-68,0.342506935430966,0.611,0.442,3.23063574503397e-63,"1","IDH2"
"PPP1R15A.1",1.16206205078052e-67,0.374883350287665,0.683,0.515,4.25326331206177e-63,"1","PPP1R15A"
"MRPL10",1.18731665083038e-67,0.382722748910078,0.471,0.308,4.34569767370429e-63,"1","MRPL10"
"IQGAP1",1.34900488908685e-67,0.340389287911496,0.655,0.496,4.93749279454677e-63,"1","IQGAP1"
"NEU1",1.68666257736919e-67,0.3945416650671,0.3,0.163,6.17335369942896e-63,"1","NEU1"
"PDE4D",2.47183517638359e-67,0.386846829766643,0.318,0.176,9.04716392908156e-63,"1","PDE4D"
"CAP1",3.61660313155303e-67,0.354052697146713,0.824,0.701,1.32371291217972e-62,"1","CAP1"
"CD2.1",3.76490999339478e-67,0.309790082706906,0.904,0.795,1.37799470668242e-62,"1","CD2"
"ADGRE5",5.83383957246492e-67,0.409121770740869,0.585,0.429,2.13524362191789e-62,"1","ADGRE5"
"S100A6",1.07613192683818e-66,0.286127343933237,0.979,0.936,3.93875046542042e-62,"1","S100A6"
"DIAPH1",1.23699855890484e-66,0.340395544675692,0.552,0.383,4.52753842544762e-62,"1","DIAPH1"
"ARPC1B",1.14016434261822e-65,0.288392152128998,0.938,0.865,4.17311551041695e-61,"1","ARPC1B"
"HLA-DPB1",4.36622973964184e-65,0.327078430841033,0.757,0.577,1.59808374700631e-60,"1","HLA-DPB1"
"TENT5C",5.23988319769483e-65,0.383553678180447,0.45,0.288,1.91784964918829e-60,"1","TENT5C"
"MXD4",1.57429424302795e-64,0.372112530391497,0.454,0.296,5.7620743589066e-60,"1","MXD4"
"PYHIN1",2.34698430546939e-64,0.32978589174843,0.561,0.387,8.59019725644853e-60,"1","PYHIN1"
"WDR1",6.99483966482667e-64,0.343404481214147,0.766,0.63,2.56018126572321e-59,"1","WDR1"
"IDS",8.25749911360304e-64,0.363432938956955,0.663,0.524,3.02232725056985e-59,"1","IDS"
"GLIPR2",2.6751883138997e-63,0.377520859630935,0.456,0.303,9.7914567477043e-59,"1","GLIPR2"
"ORAI1",3.65887277474939e-63,0.374434265335376,0.635,0.5,1.33918402428603e-58,"1","ORAI1"
"IFI27L2",1.57006460751918e-62,0.367729081740316,0.488,0.338,5.74659346998096e-58,"1","IFI27L2"
"ARPC5L",1.72474160754563e-62,0.343400123456372,0.63,0.478,6.31272675777775e-58,"1","ARPC5L"
"LAG3",2.98668474697664e-62,0.376239353254639,0.444,0.29,1.09315648424092e-57,"1","LAG3"
"PSMB10",6.22292178521556e-62,0.328177452614393,0.774,0.645,2.27765160260675e-57,"1","PSMB10"
"BLOC1S1",3.83069004801327e-61,0.311006591623153,0.676,0.52,1.40207086447334e-56,"1","BLOC1S1"
"PREX1",5.85813350549484e-61,0.365423407776623,0.55,0.406,2.14413544434617e-56,"1","PREX1"
"PSMB6",6.51503173235515e-61,0.310314838254508,0.632,0.487,2.38456676435931e-56,"1","PSMB6"
"CEMIP2",3.51408009973679e-60,0.323233724515,0.282,0.153,1.28618845730466e-55,"1","CEMIP2"
"PYCARD",5.15353417236931e-60,0.347285012648676,0.517,0.364,1.88624504242889e-55,"1","PYCARD"
"AGTRAP",7.7007297581884e-60,0.333396230763909,0.394,0.244,2.81854409879454e-55,"1","AGTRAP"
"PAXX",8.35566449694958e-60,0.293855047587976,0.842,0.746,3.05825676252851e-55,"1","PAXX"
"CDK17.1",1.29529473500728e-59,0.354676967371057,0.449,0.301,4.74090825960016e-55,"1","CDK17"
"USP28",9.97826438082745e-59,0.29395552479438,0.271,0.144,3.65214454602665e-54,"1","USP28"
"IGF2R",1.18357596337406e-58,0.331819032856849,0.425,0.278,4.3320063835454e-54,"1","IGF2R"
"SASH3",1.25160267191125e-58,0.34582092729193,0.622,0.474,4.58099093946237e-54,"1","SASH3"
"RNF166",2.17556922235777e-58,0.336583315175647,0.565,0.419,7.96280091075168e-54,"1","RNF166"
"GNB2",2.94929246423149e-58,0.305554413577885,0.756,0.638,1.07947053483337e-53,"1","GNB2"
"DYNLL1.1",3.36084368988879e-58,0.348469399775235,0.611,0.455,1.2301023989362e-53,"1","DYNLL1"
"RPL37A",3.44225831455203e-58,-0.280684635278777,0.976,0.965,1.25990096570919e-53,"1","RPL37A"
"FOSL2",5.22296805935369e-58,0.284136438449731,0.283,0.153,1.91165853940404e-53,"1","FOSL2"
"AOAH",1.00204151580434e-57,0.316751836204573,0.377,0.227,3.66757215199545e-53,"1","AOAH"
"GADD45B.1",1.27901651822263e-57,0.342637161549139,0.846,0.715,4.68132835834664e-53,"1","GADD45B"
"NR4A2.1",5.63572426515164e-57,0.32228631546861,0.505,0.345,2.06273143828815e-52,"1","NR4A2"
"PPIB",6.64240206126712e-57,0.267136666936601,0.937,0.862,2.43118557844438e-52,"1","PPIB"
"SEPTIN7",9.52294601430055e-57,0.270976142327232,0.879,0.788,3.48549347069414e-52,"1","SEPTIN7"
"SRSF2",2.32461198450933e-56,0.307810934757558,0.791,0.67,8.50831232450261e-52,"1","SRSF2"
"LAIR1",2.85647238261717e-56,0.354600566760686,0.347,0.214,1.04549745676171e-51,"1","LAIR1"
"NFATC2",3.35885124225999e-56,0.331695207249908,0.464,0.316,1.22937314317958e-51,"1","NFATC2"
"CALR",3.82866996807798e-56,0.361708189088573,0.831,0.738,1.40133149501622e-51,"1","CALR"
"AC004865.2",5.13260001741765e-56,0.300981080291199,0.257,0.137,1.87858293237503e-51,"1","AC004865.2"
"ARHGAP15",5.57119148508011e-56,-0.47874122495797,0.402,0.549,2.03911179545417e-51,"1","ARHGAP15"
"CD53",6.50889045395351e-56,0.294057186649568,0.801,0.695,2.38231899505152e-51,"1","CD53"
"NPM1",1.25920893864808e-55,-0.294159915856245,0.951,0.933,4.60883063634583e-51,"1","NPM1"
"ARHGAP9",1.42897986424474e-55,0.315057373979152,0.633,0.491,5.23020920112216e-51,"1","ARHGAP9"
"CSK",6.80847871024039e-55,0.302337722539022,0.78,0.665,2.49197129273509e-50,"1","CSK"
"APOBEC3C",7.04830871060362e-55,0.340271817293137,0.388,0.249,2.57975147116803e-50,"1","APOBEC3C"
"PTPN22",8.56379934371744e-55,0.344009088855628,0.451,0.311,3.13443619779402e-50,"1","PTPN22"
"ACTG1",2.47173286592141e-54,0.250386110871013,0.995,0.978,9.04678946255896e-50,"1","ACTG1"
"CD69.1",3.53309148987693e-54,0.318533916211836,0.827,0.711,1.29314681620985e-49,"1","CD69"
"DAZAP2",3.73272640792614e-54,0.262145286891704,0.926,0.846,1.36621519256505e-49,"1","DAZAP2"
"RPL27A",1.11296985110798e-53,-0.294478301313473,0.912,0.919,4.07358095204032e-49,"1","RPL27A"
"APOL6",4.2517581083416e-53,0.302979118519714,0.38,0.242,1.55618598523411e-48,"1","APOL6"
"CAPNS1",3.2706278203038e-52,0.311020570472764,0.645,0.513,1.19708248850939e-47,"1","CAPNS1"
"PTPRJ",3.42190359607047e-52,0.323970950371759,0.338,0.208,1.25245093519775e-47,"1","PTPRJ"
"ODC1.1",3.44610846902205e-52,0.376758628281004,0.571,0.436,1.26131016074676e-47,"1","ODC1"
"IL12RB1",5.48521920015866e-52,0.289809031817482,0.298,0.176,2.00764507945007e-47,"1","IL12RB1"
"DRAP1",6.49269404237958e-52,0.276416880698357,0.777,0.66,2.37639094645135e-47,"1","DRAP1"
"SLA2",7.81924309687951e-52,0.310061845680413,0.322,0.196,2.86192116588887e-47,"1","SLA2"
"F2R",3.6534591720114e-51,0.296060071344452,0.276,0.156,1.33720259154789e-46,"1","F2R"
"PRDM1",4.05813574525289e-51,0.291346414062041,0.351,0.214,1.48531826412001e-46,"1","PRDM1"
"FLT3LG",5.11264859082391e-51,-0.44038476311021,0.427,0.568,1.87128051072746e-46,"1","FLT3LG"
"SRPK2",1.46698621915968e-50,0.310521393504094,0.537,0.401,5.36931626074633e-46,"1","SRPK2"
"IGLV2-14.1",1.46865036506014e-50,-0.417866963359004,0.132,0.274,5.37540720115663e-46,"1","IGLV2-14"
"ADAM8",1.5825813053909e-50,0.310099844674573,0.444,0.303,5.79240583586124e-46,"1","ADAM8"
"TLN1",1.95001684165612e-50,0.309886164051816,0.637,0.501,7.13725664214556e-46,"1","TLN1"
"HSPA5",2.39863716650799e-50,0.349518870822477,0.742,0.633,8.77925189313591e-46,"1","HSPA5"
"FAM49B",2.67403558672887e-50,0.31152668625064,0.612,0.475,9.78723765098633e-46,"1","FAM49B"
"FBXW5",3.0163279634337e-50,0.324260561867465,0.594,0.463,1.10400619789637e-45,"1","FBXW5"
